"glytoucan_ac","glytoucan_type","glycan_mass","glycan_permass","base_composition","composition","topology","monosaccharides","is_motif"
"G28106CM","Saccharide","3390.2007236","4203.10842766","G35280FV","G65937TS","G20295UM","17","False"
"G28106QA","Saccharide","1462.54443449","1812.93568624","G25987BV","G69032VE","","8","False"
"G28109WC","BaseComposition","1029.30201923","1309.61502062","G28109WC","","","6","False"
"G28111YP","Topology","4411.56053245","5462.7342877","G23181HU","G81792ZL","G28111YP","22","False"
"G28114SX","Saccharide","2240.81872273","2773.41342539","G58802FE","G35028BC","","13","False"
"G28116PK","Saccharide","1405.52297075","1741.89857243","G28997IA","G48181XF","G16558ON","8","False"
"G28118QI","Saccharide","1421.51788538","1771.90913713","G10339FR","G41099CL","G70544YL","8","False"
"G28120QK","Saccharide","894.33286578","1118.5832669","G93579XB","G12641NB","G19483CU","5","False"
"G28127QJ","Saccharide","1786.65008149","2221.13523366","G83555HU","G84064OW","G36840GV","10","False"
"G28128KH","Saccharide","2110.75572849","2629.33478108","G62595EF","G80542OK","G35924KK","12","False"
"G28132XE","Saccharide","951.354329515","1189.6203807","G73004SD","G31126EW","G25273PY","5","False"
"G28132XU","Composition","1729.62861776","2150.09811986","G27622TD","G28132XU","","10","False"
"G28134WJ","Saccharide","627.248682515","781.420833285","G40740AD","G20174EZ","G60735SE","3","False"
"G28135GF","BaseComposition","2939.06813354","3639.85063704","G28135GF","","","16","False"
"G28141KV","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G89237QS","3","False"
"G28144EE","Saccharide","2475.8879246","3078.56087761","G60743GT","G55137LW","G28309UJ","14","False"
"G28146GV","Saccharide","1202.44359815","1496.77224962","G21726WW","G15666OL","G00839XF","7","False"
"G28148HG","Saccharide","342.1162117","454.24141226","G90627TW","G90960QG","G53230PK","2","False"
"G28148HS","Topology","750.29060698","960.52535803","","G59384WC","G28148HS","4","False"
"G28149YN","Saccharide","2733.97311086","3392.70866415","G25569EP","G58076ER","G94571WF","14","False"
"G28152AY","Saccharide","3140.13185607","3882.96130978","G92736VM","G42966HS","G41759WX","16","False"
"G28153EC","Saccharide","2239.79832162","2786.40867436","G92357TM","G39456KE","G35622MN","12","False"
"G28155JW","BaseComposition","600.20139797","754.37354874","G28155JW","","","3","False"
"G28156XV","Saccharide","2368.84091476","2943.48256763","G42039FI","G83385WA","G69616RY","12","False"
"G28161SK","Saccharide","1154.43370212","1434.74670352","G42738BT","G31615QY","G72090PJ","6","False"
"G28163VC","Topology","812.23685687","980.42465771","G34207RX","G10520JC","G28163VC","4","False"
"G28164LG","Topology","1305.4341557","1655.82540745","G74962OJ","G09693TP","G28164LG","6","False"
"G28165JK","Saccharide","990.3275057","1270.6405071","G32030CB","G00803PJ","G64642ML","6","False"
"G28165YP","Topology","2153.79792767","2686.39263033","","G55017JL","G28165YP","12","False"
"G28167TL","Saccharide","150.0528235","206.11542378","G47957HH","G08126ZF","G62421AG","1","False"
"G28168XK","Saccharide","1492.93568125","1661.1234821","G91507LH","G22997XD","G22077YJ","5","False"
"G28169FJ","BaseComposition","3470.15753819","4269.04959219","G28169FJ","","","17","False"
"G28171JR","Composition","1989.7294541","2466.26155647","G85740DB","G28171JR","","11","False"
"G28174GA","Saccharide","666.2218587","862.44095968","G90306QO","G31690TW","G30702EQ","4","False"
"G28176EM","Composition","966.31760967","1204.58366086","G33181PQ","G28176EM","","4","False"
"G28176UJ","Saccharide","1786.65008149","2221.13523366","G83555HU","G01924ZE","G27658AJ","10","False"
"G28180NB","Topology","180.0633882","250.14163855","G81399MY","G29951RR","G28180NB","1","False"
"G28183PJ","Saccharide","1845.6871953","2308.20364761","","G74511TC","G47352VH","10","False"
"G28185RI","Topology","1599.56562351","2006.01947554","G42362XD","G54698HY","G28185RI","9","False"
"G28186LU","Composition","1203.43884711","1525.79879873","","G28186LU","","6","False"
"G28189ZX","Saccharide","1931.68758926","2408.21969164","G15175QG","G32207JL","G17286UL","10","False"
"G28200IF","Topology","1610.61799343","2003.05619539","","G40140NF","G28200IF","9","False"
"G28207IC","Topology","869.301231305","1107.56728249","G15666IG","G47397QL","G28207IC","5","False"
"G28208EC","Composition","2434.86137549","3037.5343285","G13973YO","G28208EC","","14","False"
"G28208MV","Saccharide","853.306316675","1077.5567178","G54630CD","G82935CH","G15232BQ","5","False"
"G28209TJ","Composition","2813.92992546","3458.64982867","G98209HP","G28209TJ","","14","False"
"G28218FT","Saccharide","1113.40715301","1393.72015442","G57317CE","G87030LJ","G69345JP","6","False"
"G28218GE","Saccharide","2659.9363314","3304.65623461","G60987NO","G28456GX","G82092GU","13","False"
"G28220SO","Composition","1816.62426068","2279.14071299","G21080BP","G28220SO","","9","False"
"G28223DG","Saccharide","2409.86746387","2984.50911674","G58271GK","G96092AR","G71948MD","12","False"
"G28226YW","Saccharide","878.33795115","1088.5727022","G52874JC","G54109CJ","G95515SK","5","False"
"G28230EL","Topology","1890.66104015","2367.19314253","G60644BF","G31261NL","G28230EL","10","False"
"G28231AL","Saccharide","3827.35404911","4738.37130366","G60351DX","G10292FC","G21934UY","19","False"
"G28231MV","Topology","1421.51788538","1771.90913713","G10339FR","G76651NP","G28231MV","8","False"
"G28233ME","Saccharide","1031.35405481","1311.6670562","G53969DE","G87893AL","G29329QP","6","False"
"G28235NF","Saccharide","2719.9938463","3364.71374952","G17650MH","G34399PU","","15","False"
"G28239FN","Topology","1745.58062169","2124.00317357","G69121UK","G40694IQ","G28239FN","9","False"
"G28247OU","Saccharide","2094.76081386","2599.32421638","G16175ZV","G04010WJ","","12","False"
"G28247UT","Topology","665.237843105","875.472594155","G78388DR","G07300VB","G28247UT","4","False"
"G28248WK","Saccharide","836.29100094","1060.54140206","G63053UD","G62828VD","G16418XC","4","False"
"G28261RX","Saccharide","1583.57070888","1976.00891084","G15486FH","G34943QI","G72367JI","9","False"
"G28267FF","BaseComposition","1188.46433359","1482.79298506","G28267FF","","","7","False"
"G28269NC","Topology","383.142760805","495.267961365","G43417UB","G83223NT","G28269NC","2","False"
"G28270MO","Saccharide","2077.74549812","2582.30890064","G70382FA","G54382UL","G25130GP","11","False"
"G28270TZ","Saccharide","1679.5653488","2128.06615105","G45703RF","G65917JH","G49214RV","10","False"
"G28274SP","Saccharide","2589.93085207","3234.65075529","","G06501GU","G99674DE","13","False"
"G28281DE","Saccharide","2206.75036841","2781.39202128","G58087IP","G09611TJ","G65006SL","13","False"
"G28286QK","Topology","2587.915202","3218.61945515","G34447YB","G60942FK","G28286QK","13","False"
"G28287CO","Composition","1330.46579018","1666.84139186","G00390GQ","G28287CO","","6","False"
"G28288SL","Saccharide","488.17412057","628.33062127","G89864HJ","G58169SI","G99029QP","3","False"
"G28290AV","BaseComposition","2881.05142084","3553.8026242","G28290AV","","","16","False"
"G28298VW","Saccharide","2411.88311393","2986.52476681","G51666ZY","G67221ZT","G44515AE","13","False"
"G28309UJ","Topology","2475.8879246","3078.56087761","G60743GT","G55137LW","G28309UJ","14","False"
"G28311SS","Composition","1439.52845009","1817.95100197","","G28311SS","","8","False"
"G28316GI","Topology","1001.37987561","1267.67722695","","G12578LS","G28316GI","6","False"
"G28316UU","Topology","1259.46506188","1567.80936342","G80475RE","G55710AV","G28316UU","7","False"
"G28320EF","Composition","1534.56556389","1898.97246571","G95360AU","G28320EF","","8","False"
"G28326EU","Saccharide","1083.43297382","1349.73032515","","G06195CC","G86750UT","6","False"
"G28326HR","Composition","910.32778041","1148.5938316","G28681TP","G28326HR","","5","False"
"G28327GI","Topology","2866.05175518","3538.80295854","G96002QE","G94172CO","G28327GI","16","False"
"G28327SH","Saccharide","2518.93012377","3135.61872685","","G33924VZ","G73107FT","14","False"
"G28329XZ","Saccharide","2484.92464444","3059.56629731","G48053DU","G88556UG","G56248SW","14","False"
"G28330DZ","Saccharide","2879.01061863","3579.79312213","G98715EM","G58318SA","G26085RC","14","False"
"G28330EF","Saccharide","504.1690352","658.34118597","G39365VM","G09269CO","G83222IG","3","False"
"G28331VY","Saccharide","836.29100094","1060.54140206","G63053UD","G72763JE","G95590MU","4","False"
"G28336EH","Topology","1624.59725799","2017.03545995","G59937CP","G68013XJ","G28336EH","9","False"
"G28337WM","Saccharide","894.33286578","1118.5832669","G93579XB","G99932KY","G67251TG","5","False"
"G28347RJ","Saccharide","1640.59217262","2047.04602465","G68990JR","G73811LP","G23934NS","9","False"
"G28352HT","Composition","3025.0685275","3753.88233114","G13300LP","G28352HT","","15","False"
"G28355VE","Saccharide","1396.48625091","1760.89315273","G41247ZX","G28830ZA","G97128MC","8","False"
"G28355WG","Saccharide","1640.59217262","2047.04602465","G68990JR","G23794VW","G72957RE","9","False"
"G28356JF","Composition","959.290014705","1183.54041583","","G28356JF","","4","False"
"G28360IT","Saccharide","3612.31106202","4467.26571629","G13716SG","G04034BR","G48855IX","20","False"
"G28360UC","Topology","3520.26371785","4347.18707197","G56974XT","G94295ZU","G28360UC","18","False"
"G28362DW","Saccharide","2077.74549812","2582.30890064","G70382FA","G40436IV","G48547CJ","11","False"
"G28371PC","Saccharide","974.28968037","1184.52443142","G67631MS","G34953RY","G16345OH","5","False"
"G28372KB","Topology","150.0528235","206.11542378","G47957HH","G75592IR","G28372KB","1","False"
"G28372ZN","Composition","869.301231305","1107.56728249","G15666IG","G28372ZN","","5","False"
"G28378DY","Topology","997.323423335","1277.63642473","G19185OK","G09223MU","G28378DY","4","False"
"G28378XH","Saccharide","1772.67081693","2207.1559691","","G59437VP","G61944AL","10","False"
"G28384MU","Saccharide","1097.41223838","1363.70958971","G02809YH","G76542BD","G83997BZ","6","False"
"G28387ZC","Saccharide","1558.53907441","1964.99292644","G31852PQ","G45552IY","G28797DA","9","False"
"G28391CU","Topology","2866.05175518","3538.80295854","G96002QE","G94172CO","G28391CU","16","False"
"G28396RF","Composition","1558.49616371","1908.88741546","G92119WG","G28396RF","","8","False"
"G28399HE","Saccharide","180.0633882","250.14163855","G81399MY","G37766VB","G68146NX","1","False"
"G28401VM","Saccharide","2280.82487073","2827.43522346","G81088WT","G08819PX","G80928UD","12","False"
"G28403NS","Saccharide","164.06847357","220.13107385","G02438LG","G28820LZ","G25787TL","1","False"
"G28405CE","Topology","1874.66612552","2337.18257783","G15075HJ","G76531DS","G28405CE","10","False"
"G28405NV","Saccharide","668.23750877","878.47225982","","G49281AX","G15310VU","4","False"
"G28407QA","Topology","1242.44974615","1550.79404769","G26550KF","G61337RI","G28407QA","6","False"
"G28410QH","Topology","1027.28636916","1293.58372048","G41170RM","G39821OL","G28410QH","6","False"
"G28412UB","Saccharide","221.089937305","291.168187655","G29068FM","G36312PO","G71663MX","1","False"
"G28414OO","Saccharide","1722.60754798","2185.12400029","","G66507XS","G24439YF","10","False"
"G28416JU","Topology","910.32778041","1148.5938316","G28681TP","G21599SH","G28416JU","5","False"
"G28417QH","Topology","2783.99865697","3456.74986033","G43037OL","","G28417QH","16","False"
"G28419SV","Topology","668.23750877","878.47225982","","G68569EB","G28419SV","4","False"
"G28420BK","Saccharide","691.253493175","873.456944085","G43094UN","G03577SC","G91698GT","4","False"
"G28421RZ","Saccharide","1681.61872173","2088.07257376","G72790NZ","G97126PW","G06000EI","9","False"
"G28436PZ","Saccharide","1236.48680033","1516.79980173","G63612VM","G11432AF","G61415TZ","6","False"
"G28436QW","Topology","2448.79772935","3009.42373215","G58929CB","G66377OC","G28436QW","12","False"
"G28436VD","Saccharide","2297.84018646","2844.4505392","G66933CM","G22939AC","G95017BI","13","False"
"G28437WV","Topology","1558.53907441","1964.99292644","G31852PQ","G45552IY","G28437WV","9","False"
"G28438DM","Saccharide","910.32778041","1148.5938316","G28681TP","G71678CK","G17271TR","5","False"
"G28439XZ","Saccharide","789.301506015","985.520606995","G88713AC","G08017ND","G29031ZI","4","False"
"G28442YA","Topology","2151.78227759","2670.36133019","G44211QA","G15715XI","G28442YA","12","False"
"G28443VK","Topology","1728.60821665","2163.09336882","G68190MT","G71132GC","G28443VK","9","False"
"G28449NP","Saccharide","2557.94102281","3160.61397581","G89009DQ","G96154EW","G01608SJ","14","False"
"G28452NI","Saccharide","1989.7294541","2466.26155647","G85740DB","G64730RH","G27860IO","11","False"
"G28453DO","Topology","1355.45970181","1719.86660362","G85945LZ","G54095ZD","G28453DO","8","False"
"G28454KX","Saccharide","570.22721878","710.38371948","G06042JP","G20391ZE","G03838OG","3","False"
"G28456GX","Composition","2659.9363314","3304.65623461","G60987NO","G28456GX","","13","False"
"G28456NV","Saccharide","1234.43342741","1556.79337902","G02815KT","G46969RI","G83138EG","7","False"
"G28459KM","Saccharide","2879.01061863","3579.79312213","G98715EM","G58318SA","G26085RC","14","False"
"G28465GJ","Saccharide","750.29060698","960.52535803","","G28923WQ","G99419FW","4","False"
"G28466RE","Saccharide","894.33286578","1118.5832669","G93579XB","G12641NB","G19483CU","5","False"
"G28470QU","Composition","1681.61872173","2088.07257376","G72790NZ","G28470QU","","9","False"
"G28472JY","Saccharide","591.201063635","787.420164615","G90121IM","G01451IZ","G97225UT","3","False"
"G28477UY","Saccharide","1364.49642165","1700.87202333","G38769OU","G01555RW","G14245HF","8","False"
"G28478RU","Saccharide","1234.43342741","1556.79337902","G02815KT","G89929IA","G48815IR","7","False"
"G28479RZ","Composition","3831.38534925","4742.4026038","G11541NC","G28479RZ","","21","False"
"G28481CR","Saccharide","2442.87769423","3031.53499717","G17168EK","G44930VK","","13","False"
"G28482WD","Topology","2661.95198146","3306.67188468","G01791IN","G44753VC","G28482WD","14","False"
"G28483HE","Composition","2646.97746794","3263.66607102","G34852SB","G28483HE","","15","False"
"G28483KD","Saccharide","1786.65008149","2221.13523366","G83555HU","G01924ZE","G42824SU","10","False"
"G28483QH","Saccharide","1236.44907748","1572.82467916","","G61219IG","G48366VH","7","False"
"G28492PA","Topology","1745.62353238","2180.10868456","G03574QJ","G82230HL","G28492PA","10","False"
"G28493JL","Saccharide","1462.54443449","1812.93568624","G25987BV","G97483WU","","8","False"
"G28493ST","Saccharide","2225.81905706","2772.4294098","","G45074XX","G06844RI","12","False"
"G28497SE","","254.10016767","","","","","2","False"
"G28505XN","Saccharide","880.35360122","1104.60400234","","G75809BS","G70776TD","5","False"
"G28511JX","Saccharide","2151.78227759","2670.36133019","G44211QA","G15715XI","G10328BW","12","False"
"G28514LQ","Topology","2176.81391207","2681.37731459","G20698EO","G72725FT","G28514LQ","12","False"
"G28517VU","Topology","1305.4341557","1655.82540745","G74962OJ","G99923IA","G28517VU","6","False"
"G28524WC","Saccharide","586.22213341","740.39428418","G58001LT","G92411CL","G64017CW","3","False"
"G28528AG","Saccharide","504.1690352","658.34118597","G39365VM","G39466FU","G27838JR","3","False"
"G28536BG","Saccharide","2571.92028737","3188.60889045","G29851JI","G52264SX","G19935MZ","13","False"
"G28541PG","BaseComposition","1599.56562351","2006.01947554","G28541PG","","","9","False"
"G28542MV","Topology","666.2218587","862.44095968","G90306QO","G31690TW","G28542MV","4","False"
"G28543TT","Composition","1357.51307473","1679.87302634","G99758GD","G28543TT","","7","False"
"G28550OD","Saccharide","1567.57579425","1945.99834614","G92597CK","G92133SS","G94629RC","9","False"
"G28553AZ","Saccharide","504.1690352","658.34118597","G39365VM","G86570NJ","G82493BQ","3","False"
"G28553JC","Saccharide","268.07943223","366.18898272","G09675FZ","G22917YC","G10167WZ","1","False"
"G28558PZ","Saccharide","2206.75036841","2781.39202128","G58087IP","G09611TJ","G65006SL","13","False"
"G28558XM","Topology","1956.71922373","2419.23567604","G40968WZ","G62792OG","G28558XM","10","False"
"G28562FF","Saccharide","3683.31179031","4580.31339479","","G84022YT","G56023AW","18","False"
"G28563NY","Saccharide","910.32778041","1148.5938316","G28681TP","G68986OJ","G35131NN","5","False"
"G28565EX","Topology","1347.48110591","1683.85670759","G13630PK","G06965TR","G28565EX","7","False"
"G28566CQ","Saccharide","2019.70363329","2524.2670358","G75764QI","G10701QX","G80838HO","10","False"
"G28567AB","Saccharide","545.195584305","699.367735075","G52963ZW","G22331NZ","G94202MK","3","False"
"G28568HS","Saccharide","910.32778041","1148.5938316","G28681TP","G88207OU","G48974JE","5","False"
"G28570OL","Composition","1608.60234336","1987.02489525","G61855PQ","G28570OL","","9","False"
"G28570RY","Saccharide","3302.18467957","4087.0610835","G61655IQ","G94114XI","G28741FG","17","False"
"G28578TY","Topology","3480.23241771","4321.1714219","G47099JP","G51240MJ","G28578TY","18","False"
"G28579RV","Saccharide","1769.63476576","2204.11991793","G54498TF","G15347NT","G06014UR","9","False"
"G28582VX","Saccharide","1302.50726106","1624.86721267","","G03700LH","G60066HN","7","False"
"G28582XU","Saccharide","998.34382444","1264.64117577","G14090IF","G08718YM","G78620TU","5","False"
"G28584SV","Composition","2692.94656176","3351.68211505","G18899VA","G28584SV","","14","False"
"G28588DO","Topology","1492.93568125","1661.1234821","G91507LH","G22997XD","G28588DO","5","False"
"G28589RJ","Topology","1259.46506188","1567.80936342","G80475RE","G55710AV","G28589RJ","7","False"
"G28593TO","Saccharide","1868.7031797","2303.18833187","G55382TU","G39331VI","G57695ZB","10","False"
"G28593UU","Saccharide","910.32778041","1148.5938316","G28681TP","G71678CK","G17271TR","5","False"
"G28599FB","Saccharide","1185.42828241","1479.75693389","G97887RK","G94827CQ","","6","False"
"G28603RA","Composition","2378.87288357","2939.49888637","G50576VG","G28603RA","","12","False"
"G28604UG","Saccharide","1014.33873907","1294.65174047","G40258WO","G84089LI","G44638SB","5","False"
"G28615QI","Saccharide","1882.64472141","2373.19247386","G80920RR","G22428GQ","G07604MU","11","False"
"G28616IZ","Topology","668.19459807","822.36674884","","G28912BK","G28616IZ","3","False"
"G28619FW","Topology","1202.44359815","1496.77224962","G21726WW","G14676RK","G28619FW","7","False"
"G28619LO","BaseComposition","634.976819065","705.055069415","G28619LO","","","2","False"
"G28622IK","BaseComposition","2573.93593744","3190.62454051","G28622IK","","","14","False"
"G28624WT","BaseComposition","515.025089845","613.134640335","G28624WT","","","2","False"
"G28635EM","Saccharide","2879.01061863","3579.79312213","G98715EM","G58318SA","G26085RC","14","False"
"G28637HB","Composition","976.30533044","1200.55573156","","G28637HB","","5","False"
"G28637OT","Saccharide","666.2218587","862.44095968","G90306QO","G88288TV","G92495JT","4","False"
"G28640WB","Composition","1533.54516279","1911.96771468","G23293FT","G28640WB","","7","False"
"G28644LX","BaseComposition","1189.2156484","1441.49734967","G28644LX","","","6","False"
"G28649NI","Topology","2208.80374133","2741.39844399","G61433XJ","G80518RB","G28649NI","12","False"
"G28651UO","Saccharide","1201.42319704","1509.76749859","G75998XY","G62178NA","G00975ZH","6","False"
"G28652DF","Topology","2208.80374133","2741.39844399","G61433XJ","G15971GJ","G28652DF","12","False"
"G28654UV","Saccharide","1405.52297075","1741.89857243","G28997IA","G77714BM","G67479UR","8","False"
"G28659UB","Saccharide","2208.80374133","2741.39844399","G61433XJ","G15971GJ","G28652DF","12","False"
"G28663KH","Saccharide","1275.45997651","1597.81992812","G57776ZU","G86288VS","G44298KL","7","False"
"G28665FP","Saccharide","1405.52297075","1741.89857243","G28997IA","G48181XF","G15454NP","8","False"
"G28677QR","Saccharide","1599.56562351","2006.01947554","G42362XD","G55719HL","G95951LZ","9","False"
"G28678RG","Saccharide","2225.81905706","2772.4294098","","G45074XX","G25340NC","12","False"
"G28678TH","Saccharide","2151.78227759","2670.36133019","G44211QA","G15715XI","G57259SQ","12","False"
"G28681TP","BaseComposition","910.32778041","1148.5938316","G28681TP","","","5","False"
"G28684RO","Composition","1988.70905299","2479.25680544","G94071ZA","G28684RO","","10","False"
"G28685AE","Saccharide","1072.38060391","1352.69360531","G92050GC","G86052EW","G22723FI","6","False"
"G28687ME","Composition","1364.49642165","1700.87202333","G38769OU","G28687ME","","8","False"
"G28688RT","Saccharide","2118.77204723","2623.33544975","G26469QK","G51359PF","G49372DP","11","False"
"G28688ZP","Saccharide","3025.0685275","3753.88233114","G13300LP","G28352HT","G01972UA","15","False"
"G28694FA","Saccharide","674.23817744","856.44162835","G22312GP","G19671XU","G88486YW","3","False"
"G28695FK","Saccharide","3681.29614024","4564.28209465","G08182IE","G96816KA","G09503CT","18","False"
"G28698EI","Saccharide","1665.6238071","2058.06200906","G88725PI","G10821MC","","9","False"
"G28707FT","Saccharide","2986.05762847","3728.88708218","","G99352KT","G27545GU","15","False"
"G28708VR","Topology","531.216319745","685.388470515","","G88566DY","G28708VR","3","False"
"G28710TD","Topology","383.142760805","495.267961365","G43417UB","G46658HL","G28710TD","2","False"
"G28715KA","Topology","164.06847357","220.13107385","G02438LG","G01573VB","G28715KA","1","False"
"G28717KN","Saccharide","1517.51252531","1923.96637734","G82985VK","G89621BX","","9","False"
"G28720MP","Saccharide","1519.56589823","1883.97280004","G69222XZ","G96281OZ","G88489PQ","8","False"
"G28722QH","Composition","1462.54443449","1812.93568624","G25987BV","G28722QH","","8","False"
"G28723UT","Saccharide","1989.7294541","2466.26155647","G85740DB","G95451TB","G66492XF","11","False"
"G28731PH","Topology","1550.56047852","1928.98303041","G49695NW","G11764PR","G28731PH","8","False"
"G28731TM","Topology","1827.6766306","2262.16178277","G68318VE","G80294ZS","G28731TM","10","False"
"G28736DK","Saccharide","1056.38568928","1322.68304061","G20956ZV","G23088YX","G27815BZ","6","False"
"G28741FG","Topology","3302.18467957","4087.0610835","G61655IQ","G94114XI","G28741FG","17","False"
"G28742GV","Topology","2077.74549812","2582.30890064","G70382FA","G40436IV","G28742GV","11","False"
"G28742IM","Topology","1599.56562351","2006.01947554","G42362XD","","G28742IM","9","False"
"G28743EB","Saccharide","748.27495691","944.49405789","G65171UV","G51934ND","G06248CM","4","False"
"G28744VZ","Saccharide","2516.9144737","3119.58742671","G49739MP","G83783DS","G03634XH","14","False"
"G28745PN","Topology","1447.54476883","1811.95167064","","G77839VB","G28745PN","7","False"
"G28747EI","Topology","1875.68652662","2324.18732886","G06231AO","G49813VI","G28747EI","11","False"
"G28747XN","Saccharide","2448.79772935","3009.42373215","G58929CB","G66377OC","G69919DD","12","False"
"G28749YQ","Saccharide","2063.76623357","2568.32963608","","G21774QC","","11","False"
"G28751LD","Saccharide","1931.68758926","2408.21969164","G58312FA","G99294HS","G98745MS","10","False"
"G28754WB","Saccharide","894.33286578","1118.5832669","G93579XB","G99932KY","G08744HU","5","False"
"G28755KN","Topology","707.205497105","847.361997805","G04203ZT","G79003DV","G28755KN","3","False"
"G28756TJ","Saccharide","1234.43342741","1556.79337902","G02815KT","G89929IA","G28020TP","7","False"
"G28757BV","Saccharide","1057.38093824","1351.70958971","","G13141ZF","G66076QV","5","False"
"G28762DK","Topology","422.07302629","520.18257678","G59365RI","G59271KV","G28762DK","2","False"
"G28762TH","Saccharide","441.148240135","567.289090765","G07440KA","G85934NN","G26287VH","2","False"
"G28763UO","Saccharide","2425.8623785","3014.51968144","G92821OG","G73510JF","G35465JY","12","False"
"G28763WR","BaseComposition","1275.33643226","1541.6337836","G28763WR","","","6","False"
"G28765YW","Topology","812.23685687","980.42465771","G34207RX","G10520JC","G28765YW","4","False"
"G28769WQ","BaseComposition","1314.47087555","1636.83082716","G28769WQ","","","6","False"
"G28772DI","Composition","3041.06344213","3783.89289584","G70499JS","G28772DI","","15","False"
"G28778GZ","Topology","2678.9672972","3323.68720042","G80723WE","G59449VK","G28778GZ","15","False"
"G28789PR","Saccharide","2264.8299561","2797.42465876","G63205FU","G82955GG","","12","False"
"G28790AT","Topology","3099.10530697","3841.93476068","G95517DQ","G40992GJ","G28790AT","16","False"
"G28797DA","Topology","1558.53907441","1964.99292644","G31852PQ","G45552IY","G28797DA","9","False"
"G28798MD","BaseComposition","2777.01531004","3435.75086333","G28798MD","","","15","False"
"G28799FE","Composition","1989.60590985","2410.07541195","","G28799FE","","10","False"
"G28799WW","Saccharide","4191.46584411","5200.59264915","G51654CO","G49878HW","G48434LT","20","False"
"G28800UK","Saccharide","998.34382444","1264.64117577","G14090IF","G08718YM","G78620TU","5","False"
"G28801XY","Saccharide","912.34343048","1164.62513174","","G89317KQ","G24629LF","5","False"
"G28817KG","Saccharide","1478.53934912","1842.94625094","G72787SB","G32127JA","G33087CK","8","False"
"G28820LZ","Composition","164.06847357","220.13107385","G02438LG","G28820LZ","","1","False"
"G28823AE","Composition","1875.68652662","2324.18732886","G06231AO","G28823AE","","11","False"
"G28826SH","Saccharide","1786.65008149","2221.13523366","G83555HU","G84064OW","G36840GV","10","False"
"G28827PO","Topology","1478.53934912","1842.94625094","G72787SB","G14445VK","G28827PO","8","False"
"G28830RK","Topology","1788.66573156","2237.1665338","","G76054RA","G28830RK","10","False"
"G28830ZA","Composition","1396.48625091","1760.89315273","G41247ZX","G28830ZA","","8","False"
"G28832IJ","Topology","2094.76081386","2599.32421638","G16175ZV","","G28832IJ","12","False"
"G28839WC","Saccharide","1769.63476576","2204.11991793","G54498TF","G15347NT","G91542NW","9","False"
"G28845WV","Topology","965.333594075","1217.61529533","G15864IF","G08570DT","G28845WV","4","False"
"G28847IN","Composition","4191.46584411","5200.59264915","G51654CO","G28847IN","","20","False"
"G28855FB","Saccharide","1882.64472141","2373.19247386","G80920RR","G22428GQ","G05479GT","11","False"
"G28863FI","Saccharide","2151.78227759","2670.36133019","G44211QA","G15715XI","G03799FY","12","False"
"G28863OR","Composition","395.106375295","507.231575855","G76650GT","G28863OR","","2","False"
"G28868PL","Saccharide","705.109213485","831.250064115","G73857SS","G02231DC","G04435PJ","3","False"
"G28868ZC","Saccharide","633.211628335","815.415079245","G62055US","G35498QW","G19024QK","3","False"
"G28877HV","Saccharide","1410.42260477","1732.78255638","G72962RT","G98618CU","G52629RQ","6","False"
"G28878FC","Saccharide","937.375064955","1175.64111614","","G32286UR","G59216UX","5","False"
"G28882EF","BaseComposition","956.29687423","1236.60987563","G28882EF","","","4","False"
"G28882QV","Saccharide","2118.77204723","2623.33544975","G26469QK","G09782NR","G87823PQ","11","False"
"G28883UU","Topology","1843.67154523","2292.17234747","G65184UU","","G28883UU","10","False"
"G28885XK","Saccharide","1265.38509701","1545.6980984","G29415RU","G83585ZY","G88830DA","6","False"
"G28896CL","Saccharide","2078.76589923","2569.31365168","G87051GH","G72191MQ","G98842NM","12","False"
"G28896IK","Saccharide","2985.03722736","3727.86668107","G14238ED","G88245MJ","G76937TT","15","False"
"G28898VW","Topology","1802.64499612","2251.14579836","G60993MN","","G28898VW","10","False"
"G28905MY","BaseComposition","1923.67127052","2414.21902297","G28905MY","","","11","False"
"G28906NT","Topology","1770.65516686","2191.12466896","G50073PQ","G14513OM","G28906NT","10","False"
"G28907RL","Topology","2280.82487073","2827.43522346","G81088WT","G57106ZI","G28907RL","12","False"
"G28911EK","Saccharide","1201.42319704","1509.76749859","G75998XY","G30565GZ","G03125DP","6","False"
"G28912BK","Composition","668.19459807","822.36674884","","G28912BK","","3","False"
"G28915JJ","Saccharide","894.33286578","1118.5832669","G93579XB","G99932KY","G03127JO","5","False"
"G28916LJ","Composition","2513.87842253","3130.56702561","G84044GC","G28916LJ","","12","False"
"G28923WQ","Composition","750.29060698","960.52535803","","G28923WQ","","4","False"
"G28925NI","Composition","1915.69267463","2378.20912694","G33428OA","G28925NI","","10","False"
"G28929CN","Topology","1242.44974615","1550.79404769","G26550KF","G61337RI","G28929CN","6","False"
"G28936HJ","Saccharide","1704.55407258","2082.97662447","G86270PX","G88202ST","G10717TN","9","False"
"G28937TW","Composition","2863.015704","3549.78255743","G64802GX","G28937TW","","14","False"
"G28937VG","Topology","2094.76081386","2599.32421638","G16175ZV","G76776CG","G28937VG","12","False"
"G28940US","Saccharide","1058.40133935","1338.71434075","","G80948OS","","6","False"
"G28947UJ","Saccharide","707.248407805","903.467508785","G08590QR","G53509NM","G84623DV","4","False"
"G28948UC","Saccharide","2151.78227759","2670.36133019","G44211QA","G15715XI","G10328BW","12","False"
